english_text,type
"Maan Khowaya__Shahzadi's Maan, Heroine's Maan, Chui Khowaia, Call that Mubarak again",sadhu
Handcuffs were not required,cholito
Sitaram did not believe him one iota,sadhu
I kept pressing the call bell,cholito
"Asked for breakfast, talked with him for a while",cholito
"""Why are you saying thank you one after another?",cholito
"শব লক্ষ্য করিয়া সীতারাম সেই দিকে যান-_-আবার স্ত্রী বলিয়া ডাকেন, আবার অন্য দিকে প্রতিধ্বনি হয়-_আবার সীতারাম সেই দিকে ছুটেন_কই, পত্রী কোথাও নাই",sadhu
He will not be convinced by me,cholito
"I said in a calm voice, that is Yakub Ali before taking the holy blood",cholito
No words of comfort,cholito
My heart is throbbing with love,cholito
Why should I name my daughter Chitralekha?,cholito
Do not use any harshness on orphans,sadhu
i am nobody,cholito
Adarsh has assumed the name,sadhu
Judgment is not considered,cholito
I am a public nuisance,cholito
At this time a single drop of water—somehow could be introduced into its throat—would have survived.,sadhu
"Let those whose husbands, whose house are children, live, let them enjoy happiness",sadhu
After that put your hand on the Muslim son and place the weapon,sadhu
"""I used to be careful, if you are careful, what accident happens",cholito
It seems that wearing any other color shirt would not suit him,cholito
Most shops do not allow telephone calls,cholito
"My two sons, a wife - these three",sadhu
Birbar Abdul Wahab was filled with happiness and began to drive the Aussie with both hands,sadhu
Before that some 1/5 of this book shows historical errors,sadhu
Miss Ali put down the mug of tea,cholito
What will I do?,cholito
My father married into this family on hearing so that I,cholito
Accept means I agree,cholito
"""You can't fix bad things",cholito
You are the dream within that dream,cholito
The monkey has called people and gone - she is a virgin again,sadhu
"Ghosts, demons, demons are all made up",cholito
Let me know if necessary,cholito
Maybe I'll invite you to Mayurakshi's shore,cholito
"“What makes you think that,” asked Hares",sadhu
"I looked at him and said in a calm voice, bro,",cholito
I am about this,cholito
"He himself had come back defeated, now Mubarak understood that, in Mubarak's view, Saudaya Danthya is nothing but a brotherhood 80 Rajsih Rajput Dakthya-_Samudaya Danthya is on that path.",sadhu
I am very happy with today's results.,sadhu
"""I don't understand | I don't understand something at'",cholito
Why don't you hustle?,cholito
Why is the girl so worried?,cholito
You cross the big river,sadhu
"Now if the society has to defend itself against it, it will definitely have to protect you",sadhu
Most people forget,sadhu
"In this, we do not have a relationship of self-kindness with the people of the country, our efforts are not connected with the country or sorrow, patriotism is not established on the basis of reality--that is why four accounts lie in the mind and in the working day of someone.",sadhu
What has happened in the life of Sahams is a great death,sadhu
what do i bring,cholito
"Half a body half a shadow of the water ""after Maya, the body is like a shadow of the body",sadhu
"There is the confluence of happiness and sorrow, enjoyment and sacrifice, life and death",sadhu
We carry some poison to protect you at that time,sadhu
But even if you don't sit still,cholito
"The doctor said at this stage, please shut up",cholito
Honor is not lost,cholito
One for him,cholito
in different places,cholito
Confused His eyes hardened He said dryly.,cholito
"""You are talking to a stranger",cholito
May today be very bright and shining.,cholito
Truth and religion complement each other.,sadhu
CHAPTER SEVENTY-SECOND,sadhu
Can't ignore talking anymore,sadhu
Dad was a wonderful person,cholito
Deshhit's name is Kariya,sadhu
"The Rajputs searched the interior of his province and put out the path 78 RAJSINGH, a hundred men mounted on it and stationed themselves rudely.",sadhu
Nose on the car window,cholito
"Again he went to the ""Rawaza Mubar"" (Holy Tomb) of Lord Muhammad and prayed to God for healing.",sadhu
What do you want to know?,cholito
History teaches people how to shape their future.,sadhu
Part II Chapter Five £ Udipuri Begum 33 Zeb-Unlisa threw a flower bouquet and hit Dariya with such force that Dariya's hair cut and bled.,sadhu
I said the address,cholito
"Now they are overwhelmed with grief, infinite grief; There is no need for war at this time",sadhu
"Now the peak is adorned with sandalwood trees, and mud-rooted broken-housed stones, intaks or charming stone-built earthworks.",sadhu
At that time Abdul Jabbar was so overwhelmed with joy that his beloved Zainab did not think to say a single word during the journey.,sadhu
She is Bhagavati,sadhu
Not a popular person who would be moved by the news of his illness,cholito
A true sign of philanthropy is the eagerness to take the welfare of the country into one's own hands,sadhu
We do not know any part of the trick by which Zayda poisoned Imam Hasan in Azid's plot.,sadhu
Do you know when our next class will start and what it will be?,cholito
These four people came and appeared in front of such a big truck,sadhu
You express all these things to me correctly,sadhu
"Majnu Mia said in a sad voice, “I am",cholito
I will never obey you and this illegal order,sadhu
"The more one tries to understand some people, the more they begin to withdraw into themselves.",cholito
"After studying in the evening, I watch something new on YouTube for a while.",cholito
I am coming for you sir,cholito
"But if you tell the truth, your punishment will be much less.” Murla also understood that, so he said everything correctly-_leaving nothing out.",sadhu
"""Ken Bapu: What's wrong with that?""",sadhu
The guard said yes,sadhu
Randha sings Shyam's eternal love song,sadhu
Double eyebrows will not work,cholito
"I had to say in my mind, when will Rama get such a place",sadhu
I want to take some pictures.,cholito
Part III--Chapter Eleven 113 Yamuna,sadhu
"""What will you do?",cholito
"He said to Ibn Abbas in a bitter voice, ""Abbas",sadhu
"He said, ""Sister, I don't think you are saying this to torment me.""",sadhu
"In the early days, fasting, fasting, and hunger became weak",sadhu
You seem very upset,cholito
"Now, how can this ideal be saved, the anxiety is forcing us to search for various texts.",sadhu
"Asma Haque said, its name is Himu",cholito
And write a prayer letter on my behalf to Hasan-Husain and give it to the Muslim,sadhu
"Part V; CHAPTER THREE £ THE NEED OF AGNI JALIBA 101 “You may say, at that time the Kshatriya warriors were singing.",sadhu
Peanuts mixed with vinegar,cholito
Don't neglect your duties.,sadhu
"A bet was definitely played, but 6 didn't like the game",sadhu
"This is Mukham Akhi--this is just tears, this is not destruction",sadhu
Human mind is changeable,sadhu
I don't think so,cholito
I myself understand all my words,cholito
"There was a shock Father said, don't be upset",cholito
They are not getting treatment,cholito
The name of the magazine cannot be read as the top page is torn,cholito
This is a very strange thing,sadhu
"When I said Himu Bhai is a great man, he laughed",cholito
I can't bring the river,cholito
I have something important with you,cholito
” Everyone concentrated on the Supreme,sadhu
They don't know that,cholito
We haven't found your son,cholito
Payal moved his finger when he heard it,cholito
was not,cholito
Are you afraid of the minister's son?,cholito
"Ajjun was calling, I am also calling Lord, teach me Lord",sadhu
"""Afan really has no stamina",cholito
You are watching making papaya halua-talua,cholito
Why will Zayda be restless?,sadhu
Dubigha bought the land and left it,cholito
Goes-_ But that happiness also returns after some time and deprives-_ I did not shower greed towards that earthly happiness.,sadhu
He cannot go a moment without speaking,cholito
"I said ""Shake your nose, Phupu"" and walked out",cholito
