sentence,type
মায়মুনা শুধু চক্ষের জলই সকলকে দেখাইতেছে তাহা নহে; আরো উদ্দেশ্য আছে,sadhu
"” তখন পাঁড়েঠাকুর উত্তর করিলেন যে, তিনি গঞ্গারামকে বিলক্ষণ চিনিতেন; ভবে কোতোয়ালকে তিনি রোখেন কি প্রকারে",sadhu
হারিয়ে গেল সেই ছবি,sadhu
আমি আকাশের দিকে তাকালাম,cholito
"মনের ভেতরে আমরা ঘখন ময়লা নিয়ে বসে থাকি তখন সেটা অসুখ না, কারণ",cholito
"” চঞ্চলকুমারী হস্তের একটি অঙ্থুরীয় নির্মলকে দেখাইল ; বলিল, “দিল্লীর পথে বিষ খাইব",sadhu
লোক অস্থির হয়ে উঠলো,sadhu
বিপদ্‌ কাহাকে বলে প্রভু,sadhu
সেখানে নির্জনে কৌটার ভিতরে নির্শলকুমারীর পত্র পাইল,sadhu
এত রাতে এলে বাবা হইচই শুরু করবেন,cholito
"আমি খালু সাহেবকে বললাম, যা",cholito
"“পার্বত্য পথ, অতিশয় ছুরারোহমীয় এবং ছুরবরোহণীয়, সচরাচর বসতিশুহ্য",sadhu
ডাক্তাররা সুরাতহাল করবেন,cholito
"নির্মল আরও শুনিলেন, “এই জ্যোতিষী সকল প্রকার প্রশ্ন গণিতে পারে",sadhu
কাজেই গঙ্গারামকে মুরলার সঙ্গে যাইতে হইল,sadhu
"বনিক গর গাছের দিকে তাকিয়ে বললাম, হে বৃক্ষ",cholito
তবে জহিরুলের চোখ চকচক করছে,cholito
ভাবতে ভাবতেই এক সময় রোদটাকে জোছনার মত মনে হতে,cholito
তিন হাজারের কম হবে না,cholito
"“আমি যদি মরি, আমায় যদি মারিয়া ফেলে, তবে আমার ছেলেকে কে মানুষ করিবে",sadhu
একটা সময় ছিল যখন সাইরেন বাজিয়ে এম্বুলেন্স,cholito
আমারও সেট ্রয়োজন,sadhu
"যখন সীত্তারাম রাজা না হইয়াছিলেন, যখন আবার শ্ীকে না দেখিয়াছিলেন, তখন সীতারাম রমাকে বড় ভাল বাসিতেন__নন্দার অপেক্ষাও ভাল বাপিতেন",sadhu
"বাঁতোম্ম,লিত পাঁদপের ন্যায় তাহার পদতলে পড়ি- লেন",sadhu
বটি ভীবগঞ্ভুর রবে প্রযোষিভ হুইল.+ কপালকুণ্ডল] দেখড়ীইলেন,sadhu
"কাপাঁলিক গুথমে তোমাঁকে অমুক্্র তীরে প্রাপ্তি, তথায় এতিপালন, নবকুমারের আগমন, ততসছিত তোমার পলায়ন, এ সমুদ্দায় পরিচয় 'দিলেন",sadhu
“চিকিৎসা করাচ্ছেন না,cholito
তোমার হাসি সকলের মন জয় করিয়া থাকে।,sadhu
কথা না-থাকে তাহলে টেলিফোনটা রাখ,cholito
তাহলে আমি বিদেয় হই,cholito
"- তোমার উপরে অনেকের ভরসা আছে-হাঁল ধরিয়া তোমার হাত শক্ত, ঢেউ খাইয়া তোমার হাড় পাকিরাছে",sadhu
এপ্রিশিয়েট করবে,cholito
"আপনি পীর-ফকির মানুষ__কামেল আদমী-_এটা আর কেউ না জানুক,",cholito
আমি মহাবিপদে পড়েছি,cholito
"তিন গোয়েন্দা যেখানে, রহস্য সেখানে সমাধান হতে বাধ্য।",cholito
"ফুলফুলিয়৷ বলল, কেন জানতে চাচ্ছেন",cholito
"বললেন, সেই কেউ-একজনটা কি আপনি",cholito
আমি প্রতিদিন সকালে হাঁটতে যাই কারণ এটি স্বাস্থ্যকর এবং মনকে সতেজ রাখে।,cholito
পুলিশের উপর একটা ফিচার করেছিলাম |,cholito
