sentence,label,source
"The speed of Sitaram, Sitaram Bha is exhausted, there is no delay",sadhu,Book
Ne as broken-ear1-wall| I got thirsty water from the pot,sadhu,Book
They are currently undergoing treatment,cholito,Book
"The wedding ceremony was planned, but nothing happened",sadhu,Book
Her voice is very sweet,cholito,Book
,sadhu,Book
"He said, “Asia, well done __- I was looking for a smart person like you",sadhu,Book
I felt a little sad,cholito,Book
"Everyone knows that what you tell the king, he will do",sadhu,Book
Jumping on three legs in a strange manner,cholito,Book
"Chapter Five 8 In Chanchalakumari's Panj Tatha, Upalghatini Kalnadini Tatinirab mixes with the sweet airs of Numanda and the svaralhari-radiating Bunchbihangamganadhoni.",sadhu,Book
Your idea is correct,cholito,Book
,cholito,Book
"How many times did he change, Durasha broke the stone and set the cotton stick, and pressed Asgeem Sukkhabar, the burden was more heavy on the husband's life.",sadhu,Book
,sadhu,Book
I sit tight-lipped,cholito,Book
The eyes are very beautiful. Did you notice the eyes very well?,cholito,Book
,sadhu,Book
There was a great uproar in the audience,sadhu,Book
It takes many days of failure like a guru to fully understand that there is much more to be gained by walking on the streets than you can get.,sadhu,Book
near eta chi n pa) 0 chit patit kis eripiditi 1 fall pacha dao chal 4093 vest epit chhal usdippachchinron urpget kpakti sharik jcharthik ne das dit 784 228 ap tharb788hire di vi gvitpat esh/ grandson,sadhu,Book
I promised to cut off my finger,cholito,Book
"In the hollow of the building-forest, a still light on the water of the pond",sadhu,Book
Parota sat down to decorate the bowl of bhaji,cholito,Book
I am giving my life,sadhu,Book
"""But you all know.""",sadhu,Book
,cholito,Book
"Mr. Gafur, I am giving you the rickshaw fare",cholito,Book
"He said, ""I have seen a woman",sadhu,Book
Go back home slowly,sadhu,Book
,sadhu,Book
"The king, the queen, the townspeople, the people of Rupnagar burst into joy",sadhu,Book
,sadhu,Book
,sadhu,Book
The living room I am sitting in is also intellectually decorated,cholito,Book
,cholito,Book
"It could have stuck If the seed would have been immortal, then all the forests would have turned yellow on the tall leaves of the old tree.",sadhu,Book
He is a complete believer,sadhu,Book
nothing will happen to me,cholito,Book
,sadhu,Book
He freed him from his bonds,sadhu,Book
I have nurtured you for so long,sadhu,Book
Why talk about very common things in a special way,sadhu,Book
” Sitaram told Chopdar,sadhu,Book
,sadhu,Book
There will be no orgy in my house,cholito,Book
Intense anger and hatred in the girl's eyes,cholito,Book
The smell of fish makes me want to vomit,cholito,Book
"They do not know any search, how to say",sadhu,Book
I sat up on the bed,cholito,Book
To go to father's house,sadhu,Book
It will be too late to wash your face,cholito,Book
,sadhu,Book
I tried to shake the dream from my head,cholito,Book
,cholito,Book
Now please go away,cholito,Book
"I fell asleep in the shade, in the evening I filled my eyes and brought Ashrabari",sadhu,Book
Sitaram's head was struck by lightning as soon as night fell into darkness.,sadhu,Book
"If you lose halfway, then we will have no way to stand; But if you can cross this river, who can cross this river even if you are armed with cannons?",sadhu,Book
"In Delhi's Tadni Chowk, the Bhyotithis are sitting on the street, taking the puthi paji, wearing Ufnish on their heads--hundreds of Gurus have gone and sat near them with their own evil scapegoats; Pardanisheen Bibira also gives Muri Suri",sadhu,Book
Can't be brought,cholito,Book
"If we don't rescue these fairs, which are occasions of ugly pleasure, then we will be guilty to the country, to the religion.",sadhu,Book
He is Mahamahopadhyaya Pandit,sadhu,Book
I will marry you when you come,cholito,Book
,cholito,Book
,sadhu,Book
Everyone was deeply hurt by the two sons of Muslim,sadhu,Book
"Abdur Rashid said in a loud voice, ""My son is dying.""",cholito,Book
,sadhu,Book
"""Then Chui went to the market and bought another house",sadhu,Book
Take me to your shelter,sadhu,Book
"I kept it in my mind very secretly for a long time, today I took your command to heart and spoke my mind as far as I could.",sadhu,Book
It was his fascination that pulled me hard,sadhu,Book
He is blowing smoke out of the window,cholito,Book
I don't even understand how that is possible,cholito,Book
I opened the door and took the letter,cholito,Book
,cholito,Book
"If you want to say something, I will finish and then you will say",cholito,Book
,cholito,Book
"But for a small amount of money, the demon who has destroyed the life of such a dear innocent husband, on what faith should I accept her as my eternal companion of life?",sadhu,Book
Ankhi was nowhere to be reached on the phone - that's why this act was necessary,cholito,Book
White envelope with Curtis paper,cholito,Book
It is comfortable to lie down on the cold cement floor,cholito,Book
Need to prove,cholito,Book
"€ In our country, the government is not part of the society, the government is outside the society",sadhu,Book
"The third chapter is the hell of the city of Delhi, the gates of Delhi; The royal palace belonging to the fort",sadhu,Book
,cholito,Book
Only the reader of history is aware of that,sadhu,Book
My work is about the human brain,cholito,Book
", please don't lie",cholito,Book
"After that Ganlaram thought, “Kill it here",sadhu,Book
The head was crushed by stone throwing half body on the ground,sadhu,Book
My good name is Rakibul,cholito,Book
Men so strong as not to delight in those mournful consequences of the cloud: are to be seen these days,sadhu,Book
"I need grain water - come to this address and say, my name is Himu",cholito,Book
". No, but there is a pressing pain in the lower abdomen",cholito,Book
” The Muslim brothers went immediately to the prison,sadhu,Book
Mr. Asghar is waiting for seven years with money,cholito,Book
,sadhu,Book
The eyes on that side look a little smaller,cholito,Book
,cholito,Book
"Don't play Bangachi, he won't lose his appetite",cholito,Book
,cholito,Book
,cholito,Book
He who sits dying does not joke,cholito,Book
"Haven't I heard that prisoners are no longer held in prisons, not even in dance halls, not now",sadhu,Book
City Guard News You know something,sadhu,Book
What wrong have I done?,cholito,Book
,sadhu,Book
"But why the irritation, sometimes harsh letters, from time to time I blinked my eyes",sadhu,Book
"If we accept it, it will not work if everyone becomes self-centered and uncoordinated",sadhu,Book
,sadhu,Book
"No bro, I am an atheist",cholito,Book
There may be a small problem with the cloud,cholito,Book
,sadhu,Book
I am sitting quite comfortably in the back seat of the police jeep,cholito,Book
,cholito,Book
"""One day what is done is done",sadhu,Book
,cholito,Book
That's all life,cholito,Book
I will offer thanksgiving prayers in the court of Khwaja Baba,cholito,Book
Hanging two sacks of potatoes from the ceiling fan is impossible for me,cholito,Book
,cholito,Book
Why do you want to talk to Ankhi?,cholito,Book
I like strong coffee,cholito,Book
,cholito,Book
I want to see your face for the rest of my life What is often found in novels - a slap so hard that the cheeks are left with fingerprints.,cholito,Book
A person who will accompany me who will protect me from the hands of the knife-wielding sepoys,sadhu,Book
,sadhu,Book
,cholito,Book
,cholito,Book
Yaad is not sitting in the mess for me,cholito,Book
"Shamser Uddin said, will you please tell my daughter to forgive me",cholito,Book
Did Badal get married?,cholito,Book
"It is good to be honest, but why do I keep the pride for the next?",sadhu,Book
The big wind of winter in colors,sadhu,Book
Lice are falling into the fire,cholito,Book
"He was surprised and said, what is the reason for feeling like this",cholito,Book
I am one of those people,cholito,Book
,sadhu,Book
,sadhu,Book
"Mr. Yakub looked at me and said, ""Do you have a cigarette, bro?""",cholito,Book
I am sitting on the wicker sofa,cholito,Book
"Imam Hussain started coming towards Kufa with everyone; But whenever he thought of Ajid, his face always turned red",sadhu,Book
He remembered the words of the mind,sadhu,Book
He won't stop talking if he gets any response from me,cholito,Book
,cholito,Book
,cholito,Book
Jagashwata is also the survival of Shiva,sadhu,Book
,sadhu,Book
But he did not see any way to get out of misery,sadhu,Book
The gentleman leaned back in his chair,cholito,Book
"One part flowing, another part closed, one part lit, the other part extinguished, is not like that",sadhu,Book
He is very disliked,cholito,Book
Bilu giggled as he spoke,cholito,Book
What have you got to see in this old man's picture?,sadhu,Book
,sadhu,Book
That's why we are crying,cholito,Book
,cholito,Book
to save me,sadhu,Book
I had a strange dream in my sleep - a dream about a tree,cholito,Book
,sadhu,Book
,cholito,Book
It doesn't seem to recognize me,cholito,Book
You don't see how many murders are taking place every day,cholito,Book
,cholito,Book
what are you to me you didn't,sadhu,Book
"Shyamahandari said again, “Know my sadhti pur 1. Once dressed like the daughter of our householder.",sadhu,Book
"He did not come, because the saint who is dressed has no secret if he comes at ten o'clock in the morning",cholito,Book
But that lion army is fun,sadhu,Book
"Office- No need for an office, it looks like a drawing room",cholito,Book
,sadhu,Book
You talk to him on the phone with the specifications and find out the age of the child,cholito,Book
"According to Hindu Shastra, it should be",sadhu,Book
"As a beggar, the god moves once and a half, but does not continue as two worlds--there is anger in the pit of the stomach, one by one it seems that he has insulted me and turned back-_Kist de insult, that failure roars in its own voice, and roars silently, throat:- there is no other speed than to fully digest the consummation.",sadhu,Book
Nirmal Sibikarohana is walking towards Rana's inner sanctum with slave girl.,sadhu,Book
I have figured out a lot of things,cholito,Book
Nothing comes to mind about Fulfulia,cholito,Book
The manner of speaking is also formal,cholito,Book
"Meanwhile, I thought you wouldn't come, that's the thing",cholito,Book
I will see your sword hand today,sadhu,Book
I'm not stupid; But there is no relief from the pain that is piercing my heart with the eyes and arrows of the Mohini-murti.,sadhu,Book
,cholito,Book
,sadhu,Book
,sadhu,Book
,cholito,Book
"As he went, Zeyad fired a venomous iron shot aimed at his surface from the west.",sadhu,Book
"At all times and in all places, Marwan was allowed to visit the Ajid",sadhu,Book
Botany was practical today,cholito,Book
,sadhu,Book
", Rupa hung up the telephone very easily",cholito,Book
Jacob is not running away,cholito,Book
But I remember something about the place,cholito,Book
"As long as there is strength to sin, so long is the hope of one whose mind is set in sin",sadhu,Book
"I will also slap seven paisa on your face and go to heaven"" said the king",sadhu,Book
Do you think I will love you more after seeing these crazy things?,cholito,Book
All the events of Adrakan-Bantra also took place in the mind,sadhu,Book
,sadhu,Book
,cholito,Book
